R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
Loma Lookboonmee,Jinh Yu Frey,-150,120,66.66666667,120,10/03/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Women's Strawweight,FEMALE,3,1,0,0,2.09,0.56,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,160.02,165.1,115,1,0,0,5.07,0.54,0,1,0.28,1,1,6,0,0,1,0,0,0,0,1,Orthodox,154.94,154.94,115,24,35,0,0,-1,-1,0,-3,0,0,0,5.08,10.16,11,-2.98,0,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,100,180,1400,1000,700,1200
Casey Kenney,Heili Alateng,-335,246,29.85074627,246,10/03/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Bantamweight,MALE,3,0,2,0,2.77,0.37,0,3.5,0.35,2,0,6,0,0,1,1,0,0,0,2,Orthodox,165.1,167.64,135,0,1,0,3.66,0.42,0.8,1.35,0.5,2,1,10,0,0,0,2,0,1,0,3,Southpaw,170.18,172.72,135,29,28,0,1,0,-1,-1,-4,0,0,-1,-5.08,-5.08,-1,-0.89,-0.8,2.15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,110,500,400,1400,825,850
Luigi Vendramini,Jessin Ayari,-109,-114,91.74311927,87.71929825,10/03/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Lightweight,MALE,3,2,0,0,3.58,0.38,0.3,0,0,1,2,9,0,0,1,0,0,0,0,1,Orthodox,182.88,185.42,155,1,0,0,0.63,0.23,2.4,0,0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,172.72,185.42,170,24,28,1,0,1,1,1,7,0,0,0,10.16,0,4,2.95,-2.1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,275,225,350,750,600,450
Israel Adesanya,Paulo Costa,-186,151,53.76344086,151,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,TRUE,Middleweight,MALE,5,0,5,0,8.43,0.57,0,0,0,5,0,10,0,0,0,1,4,0,0,5,Orthodox,185.42,182.88,185,0,8,0,3.96,0.48,0.3,0,0,8,0,26,3,0,1,4,3,0,0,8,Switch,193.04,203.2,185,31,29,0,-3,-3,-3,0,-16,-3,1,0,-7.62,-20.32,-2,4.47,-0.3,0,1,1,2,0,,,,,,,0,,,,,,4,,,,,,,2,,,,,,,Red,KO/TKO,,,,,250,645,2300,1465,145,250
Dominick Reyes,Jan Blachowicz,-265,215,37.73584906,215,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,TRUE,Light Heavyweight,MALE,5,0,3,0,3.45,0.48,0.3,1.16,0.52,4,5,37,0,0,1,3,3,2,0,9,Orthodox,187.96,198.12,205,1,0,0,4.88,0.49,0.2,0.24,0.16,6,1,15,1,0,1,1,3,1,0,6,Southpaw,193.04,195.58,205,30,37,-1,3,-2,3,4,22,-1,0,1,-5.08,2.54,7,-1.43,0.1,0.92,1,1,2,1,,,,,,1,,,,,,,,,,,,,2,,,,,,,,Red,KO/TKO,,,,,240,740,1475,750,100,460
Kai Kara-France,Brandon Royval,-240,188,41.66666667,188,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Flyweight,MALE,3,0,1,0,1.93,0.48,3.6,1.81,1,1,0,2,0,0,0,0,0,1,0,1,Southpaw,175.26,172.72,125,0,1,0,5.27,0.38,0,0.6,0.25,3,1,15,0,0,1,3,0,0,0,4,Orthodox,162.56,175.26,125,27,28,0,0,-2,-3,-1,-13,0,0,1,12.7,-2.54,1,-3.34,3.6,1.21,1,1,9,7,,,,,,,,,,,,7,,,,,,,,,,,,,9,,Red,SUB,,,,,-110,750,1325,350,500,1085
Ketlen Vieira,Sijara Eubanks,-190,150,52.63157895,150,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Women's Bantamweight,FEMALE,3,0,2,0,4.71,0.42,0.5,2.17,0.48,2,2,18,0,0,0,4,0,0,0,4,Orthodox,162.56,170.18,135,1,0,0,2.74,0.35,0.8,2.03,0.57,4,1,12,0,0,2,1,0,1,0,4,Orthodox,172.72,172.72,135,29,35,-1,2,-2,0,1,6,0,0,-1,-10.16,-2.54,6,1.97,-0.3,0.14,1,1,13,7,,,,7,,,,,,,,,,,,,13,,,,,,,,,,Red,U-DEC,,,,,-110,285,730,1000,1200,850
Hakeem Dawodu,Zubaira Tukhugov,115,-143,115,69.93006993,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Featherweight,MALE,3,0,1,1,2.58,0.38,0,2.88,0.56,3,1,14,0,0,1,1,2,0,0,4,Orthodox,172.72,172.72,145,0,4,0,5.28,0.46,0,0,0,4,1,13,0,0,2,1,1,0,0,4,Orthodox,172.72,185.42,145,29,29,0,-3,-1,0,0,1,0,1,0,0,-12.7,0,-2.7,0,2.88,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,,,,195,248,2000,750,440,402
Brad Riddell,Alex Da Silva,-335,253,29.85074627,253,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Lightweight,MALE,3,0,1,0,1.08,0.43,0,2.59,0.57,1,1,5,0,0,0,1,0,0,0,1,Orthodox,172.72,185.42,155,0,2,0,4.3,0.57,0,1,1,2,0,6,0,0,1,1,0,0,0,2,Orthodox,170.18,180.34,155,28,24,0,-1,-1,-1,1,-1,0,0,0,2.54,5.08,-4,-3.22,0,1.59,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,155,625,1275,575,160,700
Diego Sanchez,Jake Matthews,470,-715,470,13.98601399,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Welterweight,MALE,3,0,2,0,2.98,0.46,0.7,2.2,0.41,3,4,31,0,0,1,3,1,4,0,9,Orthodox,180.34,185.42,170,0,1,0,2.73,0.38,0.9,1.57,0.24,9,12,86,2,0,3,10,6,2,0,22,Southpaw,177.8,182.88,170,38,26,0,1,-6,-13,-8,-55,-2,-5,2,2.54,2.54,-12,0.25,-0.2,0.63,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,800,160,1415,425,2100,170
Shane Young,Ludovit Klein,108,-129,108,77.51937984,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Featherweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,172.72,155,0,2,0,6.1,0.4,0,0.76,0.25,2,1,8,0,0,0,1,1,0,0,2,Orthodox,172.72,182.88,145,27,25,0,-2,-2,-2,-1,-8,0,-1,0,0,-10.16,-2,-6.1,0,-0.76,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,245,425,652,1300,585,185
William Knight,Aleksa Camur,134,-167,134,59.88023952,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Light Heavyweight,MALE,3,0,1,0,5.96,0.53,0,0.72,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,187.96,205,0,0,0,6.61,0.78,0,3.54,0.57,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,205,32,25,0,1,1,1,0,3,0,0,0,7.62,2.54,-7,-0.65,0,-2.82,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,1050,260,1100,2200,215,180
Juan Espino,Jeff Hughes,-305,233,32.78688525,233,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Red,FALSE,Heavyweight,MALE,3,2,0,0,4.34,0.51,0,0.78,0.5,0,2,7,0,0,0,0,0,0,0,0,Orthodox,187.96,195.58,250,0,1,0,6.11,0.95,8.3,8.33,1,1,0,1,1,0,0,0,0,1,0,1,Orthodox,193.04,208.28,250,39,32,2,-1,-1,-1,2,6,-1,0,-1,-5.08,-12.7,-7,-1.77,-8.3,-7.55,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,310,425,115,2200,650,737
Khadis Ibragimov,Danilo Marques,-182,150,54.94505495,150,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",United Arab Emirates,Blue,FALSE,Light Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,198.12,198.12,205,3,0,0,4.64,0.51,0,1.44,0.3,0,3,7,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,205,25,34,-3,0,0,0,-3,-7,0,0,0,7.62,0,9,-4.64,0,-1.44,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,305,600,850,445,150,515
Colby Covington,Tyron Woodley,-335,260,29.85074627,260,9/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,5,2,0,1,2.38,0.49,0.4,1.11,0.39,8,5,63,7,1,3,3,6,4,0,17,Orthodox,175.26,187.96,170,1,0,0,4.17,0.37,0.2,4.91,0.51,7,2,38,2,0,0,6,2,2,0,10,Orthodox,180.34,182.88,170,32,38,1,0,1,7,3,25,5,4,2,-5.08,5.08,6,-1.79,0.2,-3.8,1,1,5,2,,,,,,,,2,,,,,,,,,,,,,5,,,,,,Red,KO/TKO,,,,,-135,1040,950,1000,475,450
Khamzat Chimaev,Gerald Meerschaert,-400,300,25,300,9/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,3,1,0,0,3.31,0.42,1.7,2.34,0.43,2,5,22,0,0,0,0,1,5,0,6,Southpaw,185.42,195.58,185,0,2,0,8.88,0.72,3.2,4.81,0.75,2,0,3,0,0,0,0,1,1,0,2,Orthodox,187.96,190.5,170,26,32,1,-2,0,4,5,19,0,0,4,-2.54,5.08,6,-5.57,-1.5,-2.47,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,375,1000,190,500,105,900
Johnny Walker,Ryan Spann,-125,100,80,100,9/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Light Heavyweight,MALE,3,0,4,0,3.32,0.43,1.9,1.13,0.3,4,0,9,0,0,1,1,1,1,0,4,Orthodox,195.58,200.66,205,2,0,0,4.01,0.7,1.3,0.43,1,3,2,7,0,0,0,0,3,0,0,3,Orthodox,198.12,208.28,205,28,29,-2,4,1,1,-2,2,0,-2,1,-2.54,-7.62,1,-0.69,0.6,0.7,1,1,12,11,,,,,,11,,,,,,,,,,,,,12,,,,,,,,Red,KO/TKO,,,,,500,475,1000,450,125,325
Mackenzie Dern,Randa Markos,-177,140,56.49717514,140,9/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,1,0,1,2.96,0.41,0.2,1.35,0.28,1,7,38,0,0,2,3,0,1,0,6,Orthodox,162.56,160.02,115,0,1,0,3.14,0.32,1.3,0.43,0.07,2,1,8,0,0,1,0,0,2,0,3,Orthodox,162.56,160.02,115,27,35,1,-1,-1,3,6,30,0,0,-1,0,0,8,-0.18,-1.1,0.92,1,1,,15,,,15,,,,,,,,,,,,,,,,,,,,,,,,Red,SUB,,,,,260,200,130,1125,900,800
Kevin Holland,Darren Stewart,-265,205,37.73584906,205,9/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,3,0,3,0,2.97,0.43,0.2,1.32,0.42,3,4,21,0,0,1,1,2,1,0,5,Orthodox,182.88,187.96,185,0,2,0,4.65,0.55,1,1.12,0.43,3,2,18,0,0,1,1,2,1,0,5,Orthodox,190.5,205.74,170,27,29,0,1,0,0,2,3,0,0,0,-7.62,-17.78,2,-1.68,-0.8,0.2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,,,,125,450,500,1000,375,650
Jordan Espinosa,David Dvorak,-112,-112,89.28571429,89.28571429,9/19/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Flyweight,MALE,3,0,1,0,4.47,0.5,0,0,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,165.1,172.72,125,0,1,0,5.49,0.6,0.3,1.19,0.3,1,2,8,0,0,0,2,0,0,0,2,Orthodox,167.64,175.26,125,30,28,0,0,0,-1,-2,-5,0,0,0,-2.54,-2.54,-2,-1.02,-0.3,-1.19,1,1,14,13,,,,,,,,,,,,13,,,,,,,,,,,,,14,,Red,U-DEC,,,,,160,190,950,550,950,700
Mirsad Bektic,Damon Jackson,-375,277,26.66666667,277,9/19/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,3,1,0,1,2.71,0.35,0,1.77,0.2,0,1,6,0,0,0,0,0,0,0,0,Switch,180.34,180.34,145,2,0,0,2.59,0.41,0.5,3.32,0.47,4,3,20,0,1,1,1,2,1,0,6,Orthodox,172.72,177.8,145,29,32,-1,0,-4,-6,-2,-14,0,-2,-1,7.62,2.54,3,0.12,-0.5,-1.55,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,211,800,400,875,180,921
Mayra Bueno Silva,Mara Romero Borella,-275,210,36.36363636,210,9/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,3,3,0,0,2.54,0.37,0.2,1.66,0.43,1,4,14,0,0,1,0,0,1,0,2,Orthodox,167.64,175.26,125,1,0,0,4.87,0.54,1.4,0,0,1,1,4,0,0,0,0,0,1,0,1,Orthodox,167.64,167.64,135,29,34,2,0,0,1,3,10,0,0,0,0,7.62,5,-2.33,-1.2,1.66,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,190,525,200,650,450,700
Jessica-Rose Clark,Sarah Alpar,-230,180,43.47826087,180,9/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,4.42,0.61,1.9,3.79,0.66,0,0,0,0,0,0,0,0,0,0,0,Southpaw,162.56,162.56,135,2,0,0,4.53,0.47,0.5,1,0.5,2,2,12,0,0,1,1,0,0,0,2,Orthodox,165.1,162.56,125,32,29,-2,0,-2,-2,-2,-12,0,0,0,-2.54,0,-3,-0.11,1.4,2.79,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,-120,275,650,1000,700,1250
Darrick Minner,TJ Laramie,245,-335,245,29.85074627,9/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,0,0,0,3.2,0.59,0,3,1,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,145,1,0,0,2.3,0.55,3.3,1.65,0.33,0,1,2,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,145,30,22,-1,0,0,0,-1,-2,0,0,0,-2.54,-7.62,-8,0.9,-3.3,1.35,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,700,300,450,325,950,115
Journey Newson,Randy Costa,-137,110,72.99270073,110,9/19/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,3,0,1,0,8.05,0.46,0,0,0,1,1,3,0,0,0,0,1,0,0,1,Switch,175.26,185.42,135,1,0,0,2.81,0.33,1,0,0,0,1,4,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,135,31,26,-1,1,1,1,0,-1,0,1,0,10.16,15.24,-5,5.24,-1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,500,425,500,1125,180,275
Andre Ewell,Irwin Rivera,-240,187,41.66666667,187,9/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,0,1,0,2.33,0.41,0,1,0.22,1,1,6,0,0,1,0,0,0,0,1,Southpaw,167.64,170.18,135,0,1,0,3.74,0.4,0,0.21,0.5,1,2,15,0,0,2,1,0,0,0,3,Southpaw,172.72,190.5,135,32,31,0,0,0,-2,-1,-9,0,0,0,-5.08,-20.32,-1,-1.41,0,0.79,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,,,,-125,350,850,1000,500,650
Tyson Nam,Jerome Rivera,-190,150,52.63157895,150,9/19/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,0,0,0,3.2,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,135,0,1,0,3.01,0.28,0,0,0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,170.18,172.72,125,36,25,0,-1,-1,-1,-2,-7,0,-1,0,7.62,10.16,-11,0.19,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,275,350,1700,1000,160,650
Michelle Waterson,Angela Hill,105,-125,105,80,09/12/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,5,1,0,0,5.76,0.49,0.2,0.47,0.37,3,8,40,0,0,0,5,2,0,0,7,Orthodox,160.02,162.56,115,2,0,0,3.31,0.52,1.1,1.68,0.5,4,4,31,0,0,1,2,0,4,0,7,Orthodox,160.02,157.48,115,34,35,-1,0,-1,0,4,9,0,2,-4,0,5.08,1,2.45,-0.9,-1.21,1,1,13,8,,,8,,,,,,,,,,,,,13,,,,,,,,,,,Red,S-DEC,,,,,210,110,400,800,1000,600
Ottman Azaitar,Khama Worthy,110,-137,110,72.99270073,09/12/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,0,2,0,4.44,0.5,0.9,0,0,2,0,4,0,0,0,0,1,1,0,2,Orthodox,180.34,187.96,155,0,1,0,7.61,0.5,0,0,0,1,0,1,0,0,0,0,1,0,0,1,Switch,172.72,180.34,155,30,33,0,1,1,1,0,3,0,0,1,7.62,7.62,3,-3.17,0.9,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,500,400,1700,900,190,180
Roxanne Modafferi,Andrea Lee,240,-335,240,29.85074627,09/12/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,3,2,0,0,5.4,0.48,0.6,1.4,0.38,3,2,15,0,0,0,3,0,0,0,3,Orthodox,167.64,175.26,125,1,0,0,3.04,0.3,0.1,1.29,0.21,1,7,29,2,0,1,1,1,0,0,3,Orthodox,170.18,175.26,125,37,31,1,0,2,0,-5,-14,-2,-1,0,-2.54,0,-6,2.36,0.5,0.11,1,1,9,8,8,,,,,,,,,,,,,9,,,,,,,,,,,,,Red,U-DEC,,,,,350,-165,1125,850,1500,750
Ed Herman,Mike Rodriguez,195,-250,195,40,09/12/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Light Heavyweight,MALE,3,0,1,0,4.59,0.54,0,0,0,1,2,9,0,0,0,0,2,0,0,2,Southpaw,193.04,208.28,205,0,2,0,3.33,0.49,1.2,2.2,0.48,3,11,52,1,0,1,3,4,4,0,12,Orthodox,185.42,195.58,205,39,31,0,-1,-2,-10,-9,-43,-1,-2,-4,7.62,12.7,-8,1.26,-1.2,-2.2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,400,400,1000,2000,700,-135
Billy Quarantillo,Kyle Nelson,-250,195,40,195,09/12/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,0,1,0,2.73,0.36,2.8,1.41,0.16,1,2,6,0,0,0,0,1,0,0,1,Switch,180.34,180.34,155,0,2,0,7.43,0.79,3.1,1.34,0.42,2,0,5,0,0,0,1,0,1,0,2,Orthodox,177.8,177.8,145,31,29,0,-1,-1,-1,2,1,0,1,-1,2.54,2.54,-2,-4.7,-0.3,0.07,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,,,,275,600,220,1250,300,450
Julia Avila,Sijara Eubanks,-305,230,32.78688525,230,09/12/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Bantamweight,FEMALE,3,0,1,0,4.95,0.41,0,2,0.5,2,2,15,0,0,0,3,0,0,0,3,Orthodox,162.56,170.18,135,0,2,0,3.9,0.42,0,0,0,2,0,4,0,0,0,1,1,0,0,2,Orthodox,170.18,172.72,135,32,35,0,-1,0,1,2,11,0,-1,0,-7.62,-2.54,3,1.05,0,2,1,1,15,14,,,,14,,,,,,,,,,,,,15,,,,,,,,,,Red,U-DEC,,,,,-130,400,750,1250,305,1000
Roosevelt Roberts,Kevin Croom,-385,286,25.97402597,286,09/12/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,155,1,0,0,3.02,0.49,1.1,1.77,0.57,2,2,13,0,0,0,2,0,2,0,4,Orthodox,187.96,185.42,155,26,33,-1,0,-2,-4,-2,-13,0,0,-2,-7.62,0,7,-3.02,-1.1,-1.77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,220,650,400,950,800,1375
Alexandr Romanov,Roque Martinez,-360,275,27.77777778,275,09/12/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,262,29,34,0,0,0,0,0,0,0,0,0,-10.16,-12.7,5,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,580,925,400,2500,-150,540
Bobby Green,Alan Patrick,-295,227,33.89830508,227,09/12/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,1,0,0,1.88,0.43,0.4,3.92,0.4,3,2,18,0,0,0,4,1,0,0,5,Southpaw,180.34,187.96,155,0,2,1,5.22,0.5,0.4,1.33,0.36,8,7,50,0,0,2,5,1,3,0,11,Orthodox,177.8,180.34,155,34,37,1,-2,-5,-6,-5,-32,0,0,-3,2.54,7.62,3,-3.34,0,2.59,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,-120,350,1000,1125,350,1000
Brok Weaver,Jalin Turner,306,-420,306,23.80952381,09/12/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Catch Weight,MALE,3,0,1,0,5.95,0.48,1.8,0.46,0.5,1,2,7,0,0,0,0,2,0,0,2,Southpaw,190.5,195.58,155,1,0,0,4.37,0.62,0.6,0,0,1,1,3,0,0,0,0,0,0,0,1,Southpaw,182.88,185.42,155,28,25,-1,1,0,1,1,4,0,2,0,7.62,10.16,-3,1.58,1.2,0.46,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,710,300,1600,550,615,105
Bryan Barberena,Anthony Ivy,-278,215,35.97122302,215,09/12/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,1,0,0,4.07,0.36,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,185,2,0,0,5.65,0.48,0.3,0.26,0.33,2,5,25,0,0,0,1,3,1,0,5,Southpaw,182.88,182.88,170,31,30,-1,0,-2,-5,-4,-24,0,-3,-1,5.08,5.08,-1,-1.58,-0.3,-0.26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,,,,325,600,450,1000,115,450
Sabina Mazo,Justine Kish,-265,200,37.73584906,200,09/12/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,1,0,4.28,0.49,0.2,1,0.35,2,2,15,0,0,0,3,0,0,0,3,Orthodox,165.1,162.56,125,0,2,0,6.44,0.45,0,1.33,1,2,1,9,0,0,1,1,0,0,0,2,Orthodox,170.18,177.8,125,23,32,0,-1,0,1,1,6,0,0,0,-5.08,-15.24,9,-2.16,0.2,-0.33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,,,,,-130,350,900,900,700,800
Alistair Overeem,Augusto Sakai,-159,130,62.89308176,130,09/05/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,5,0,4,0,5.45,0.46,0,0.19,0.5,4,0,10,0,0,2,0,2,0,0,4,Orthodox,190.5,195.58,265,0,1,0,3.66,0.63,0.9,1.4,0.54,11,15,78,3,1,0,4,19,8,0,32,Orthodox,193.04,203.2,265,40,29,0,3,-7,-28,-15,-68,-3,-17,-8,-2.54,-7.62,-11,1.79,-0.9,-1.21,1,1,9,6,,,,,6,,,,,,,,,,,,,9,,,,,,,,,Red,KO/TKO,,,,,300,400,800,1125,140,210
